deal_id,property_id,listing_agent_id,buyer_agent_id,office_id,side,status,list_date,contract_date,close_date,cancellation_date,stage_at_cancellation,sale_price,commission_rate,agent_split,gci,lead_source,title_vendor,lender,escrow_company,has_home_warranty
DEAL-02101,PRP-02101,AGT-0311,AGT-0359,OFF-009,listing,title,2025-12-22,2026-03-11,,,,189323.81,0.0637,0.78,,brokerage_lead,Fidelity National,Cash / Unknown,Chicago Title Escrow,True
DEAL-02102,PRP-02102,AGT-0300,AGT-0058,OFF-014,listing,closed,2024-04-30,2024-06-08,2024-07-13,,,298000.92,0.054,0.7,11264.43,past_client,In-House Title,US Bank,Old Republic Escrow,True
DEAL-02103,PRP-02103,AGT-0278,AGT-0041,OFF-006,listing,closed,2026-02-20,2026-03-19,2026-05-10,,,252425.59,0.0452,0.74,8443.13,sphere,First American Title,Cash / Unknown,Chicago Title Escrow,False
DEAL-02104,PRP-02104,AGT-0343,AGT-0093,OFF-015,buyer,listed,2024-12-08,,,,,,0.0492,0.68,,sign_call,Stewart Title,Wells Fargo,Chicago Title Escrow,False
DEAL-02105,PRP-02105,AGT-0104,AGT-0053,OFF-011,dual,closed,2025-03-18,2025-05-31,2025-07-15,,,389990.38,0.0489,0.66,12586.55,sign_call,In-House Title,Cash / Unknown,Chicago Title Escrow,False
DEAL-02106,PRP-02106,AGT-0164,AGT-0416,OFF-003,dual,closed,2025-03-10,2025-03-15,2025-05-02,,,547540.08,0.0588,0.71,22858.7,brokerage_lead,First American Title,Rocket Mortgage,Chicago Title Escrow,True
DEAL-02107,PRP-02107,AGT-0323,AGT-0055,OFF-001,buyer,closed,2024-09-03,2024-10-11,2024-11-11,,,507542.52,0.0604,0.65,19926.12,sphere,Stewart Title,US Bank,Chicago Title Escrow,True
DEAL-02108,PRP-02108,AGT-0238,AGT-0455,OFF-024,listing,closed,2024-06-09,2024-07-24,2024-08-31,,,252514.16,0.0648,0.79,12926.7,past_client,First American Title,Rocket Mortgage,In-House Escrow,False
DEAL-02109,PRP-02109,AGT-0157,AGT-0083,OFF-021,buyer,closed,2024-01-02,2024-02-18,2024-03-31,,,215716.29,0.0552,0.75,8930.65,social_media,In-House Title,Wells Fargo,Old Republic Escrow,True
DEAL-02110,PRP-02110,AGT-0466,AGT-0289,OFF-008,buyer,pending_close,2026-02-20,2026-03-01,,,,404532.06,0.0608,0.7,,sphere,In-House Title,US Bank,In-House Escrow,False
DEAL-02111,PRP-02111,AGT-0226,AGT-0492,OFF-024,buyer,financing,2024-04-22,2024-07-20,,,,404372.09,0.0561,0.6,,past_client,In-House Title,Rocket Mortgage,Chicago Title Escrow,False
DEAL-02112,PRP-02112,AGT-0094,AGT-0355,OFF-009,listing,closed,2024-07-18,2024-07-31,2024-09-27,,,206986.87,0.0538,0.61,6792.9,referral,In-House Title,Cash / Unknown,Old Republic Escrow,False
DEAL-02113,PRP-02113,AGT-0002,AGT-0237,OFF-022,listing,closed,2025-05-20,2025-07-15,2025-08-09,,,418562.8,0.0587,0.78,19164.32,sphere,Fidelity National,Chase,Chicago Title Escrow,True
DEAL-02114,PRP-02114,AGT-0015,AGT-0061,OFF-019,buyer,closed,2024-01-08,2024-02-16,2024-03-24,,,257034.25,0.0486,0.86,10743.0,sign_call,Stewart Title,Rocket Mortgage,In-House Escrow,False
DEAL-02115,PRP-02115,AGT-0485,AGT-0355,OFF-019,listing,closed,2025-01-01,2025-01-26,2025-03-09,,,327504.24,0.0626,0.73,14966.29,sphere,In-House Title,Wells Fargo,Chicago Title Escrow,False
DEAL-02116,PRP-02116,AGT-0277,AGT-0491,OFF-019,dual,closed,2025-12-18,2026-03-18,2026-04-25,,,265688.86,0.0592,0.68,10695.57,social_media,First American Title,Chase,Old Republic Escrow,False
DEAL-02117,PRP-02117,AGT-0181,AGT-0162,OFF-001,dual,cancelled,2025-11-09,2025-12-14,,2026-01-14,Financing,,0.0472,0.65,,sign_call,In-House Title,US Bank,In-House Escrow,True
DEAL-02118,PRP-02118,AGT-0023,AGT-0409,OFF-017,listing,under_contract,2024-08-29,2024-09-23,,,,299526.56,0.0615,0.73,,past_client,In-House Title,Bank of America,Chicago Title Escrow,True
DEAL-02119,PRP-02119,AGT-0088,AGT-0157,OFF-012,dual,closed,2025-12-14,2026-02-11,2026-04-04,,,201836.04,0.0601,0.79,9582.97,realtor_com,Fidelity National,Cash / Unknown,In-House Escrow,False
DEAL-02120,PRP-02120,AGT-0346,AGT-0034,OFF-007,listing,closed,2025-04-12,2025-04-24,2025-06-19,,,220025.53,0.0546,0.73,8769.78,zillow,In-House Title,Bank of America,Chicago Title Escrow,False
DEAL-02121,PRP-02121,AGT-0331,AGT-0069,OFF-007,listing,closed,2024-07-11,2024-08-30,2024-09-19,,,314913.58,0.0563,0.83,14715.6,referral,In-House Title,Cash / Unknown,Chicago Title Escrow,True
DEAL-02122,PRP-02122,AGT-0034,AGT-0473,OFF-004,listing,closed,2025-05-24,2025-06-27,2025-07-30,,,174210.28,0.0612,0.63,6716.85,referral,Fidelity National,Chase,In-House Escrow,False
DEAL-02123,PRP-02123,AGT-0060,AGT-0089,OFF-005,listing,closed,2024-11-26,2025-02-23,2025-04-26,,,234962.98,0.0585,0.79,10858.81,referral,In-House Title,Rocket Mortgage,Old Republic Escrow,False
DEAL-02124,PRP-02124,AGT-0054,AGT-0269,OFF-005,dual,closed,2024-03-29,2024-06-05,2024-07-31,,,283700.5,0.0481,0.77,10507.42,realtor_com,Fidelity National,Wells Fargo,In-House Escrow,True
DEAL-02125,PRP-02125,AGT-0219,AGT-0461,OFF-006,listing,closed,2026-02-20,2026-03-11,2026-04-24,,,190069.65,0.0577,0.73,8005.92,sphere,Stewart Title,Cash / Unknown,Chicago Title Escrow,False
DEAL-02126,PRP-02126,AGT-0299,AGT-0282,OFF-019,buyer,closed,2025-01-28,2025-04-17,2025-05-18,,,181465.19,0.0569,0.63,6504.98,social_media,In-House Title,Bank of America,In-House Escrow,False
DEAL-02127,PRP-02127,AGT-0188,AGT-0099,OFF-001,listing,appraisal,2025-11-17,2025-12-18,,,,322000.13,0.0498,0.7,,sign_call,Stewart Title,Bank of America,In-House Escrow,True
DEAL-02128,PRP-02128,AGT-0275,AGT-0098,OFF-010,buyer,cancelled,2024-11-13,2025-01-30,,2025-04-08,Financing,,0.0647,0.7,,social_media,First American Title,Chase,Old Republic Escrow,False
DEAL-02129,PRP-02129,AGT-0386,AGT-0388,OFF-025,buyer,closed,2025-04-08,2025-05-25,2025-06-09,,,252203.54,0.053,0.73,9757.75,zillow,Fidelity National,Chase,In-House Escrow,False
DEAL-02130,PRP-02130,AGT-0180,AGT-0194,OFF-007,listing,closed,2024-03-17,2024-05-14,2024-06-16,,,403914.57,0.0578,0.83,19377.4,brokerage_lead,Stewart Title,Wells Fargo,In-House Escrow,False
DEAL-02131,PRP-02131,AGT-0216,AGT-0223,OFF-002,listing,closed,2025-06-06,2025-07-19,2025-08-23,,,327252.84,0.0602,0.8,15760.5,social_media,In-House Title,Cash / Unknown,Old Republic Escrow,False
DEAL-02132,PRP-02132,AGT-0404,AGT-0186,OFF-001,listing,closed,2026-02-20,2026-04-18,2026-06-07,,,361143.25,0.0559,0.64,12920.26,past_client,In-House Title,Chase,In-House Escrow,True
DEAL-02133,PRP-02133,AGT-0315,AGT-0357,OFF-012,dual,closed,2026-02-20,2026-03-23,2026-04-25,,,163884.67,0.0467,0.75,5740.06,past_client,Stewart Title,Chase,Chicago Title Escrow,False
DEAL-02134,PRP-02134,AGT-0271,AGT-0481,OFF-017,buyer,closed,2024-06-30,2024-07-25,2024-08-29,,,199545.45,0.0516,0.69,7104.62,sign_call,Stewart Title,Cash / Unknown,Chicago Title Escrow,False
DEAL-02135,PRP-02135,AGT-0474,AGT-0012,OFF-007,buyer,inspection,2024-04-26,2024-07-03,,,,295631.94,0.0475,0.72,,sphere,In-House Title,Bank of America,Old Republic Escrow,True
DEAL-02136,PRP-02136,AGT-0144,AGT-0039,OFF-008,dual,closed,2025-09-05,2025-11-24,2025-12-08,,,209167.18,0.053,0.74,8203.54,zillow,Fidelity National,US Bank,Old Republic Escrow,True
DEAL-02137,PRP-02137,AGT-0492,AGT-0011,OFF-007,dual,closed,2025-09-17,2025-11-02,2025-12-25,,,149452.38,0.0498,0.6,4465.64,sphere,Stewart Title,Wells Fargo,Old Republic Escrow,True
DEAL-02138,PRP-02138,AGT-0266,AGT-0442,OFF-016,buyer,closed,2024-04-04,2024-04-18,2024-06-07,,,138809.9,0.0643,0.81,7229.64,brokerage_lead,Fidelity National,Cash / Unknown,In-House Escrow,False
DEAL-02139,PRP-02139,AGT-0460,AGT-0126,OFF-009,dual,closed,2024-03-12,2024-04-29,2024-06-06,,,278915.56,0.0583,0.72,11707.76,sphere,In-House Title,Wells Fargo,Chicago Title Escrow,False
DEAL-02140,PRP-02140,AGT-0176,AGT-0467,OFF-022,buyer,closed,2024-08-21,2024-09-04,2024-10-11,,,189519.23,0.0601,0.76,8656.48,realtor_com,In-House Title,Chase,Old Republic Escrow,True
DEAL-02141,PRP-02141,AGT-0280,AGT-0131,OFF-018,buyer,closed,2025-04-18,2025-06-02,2025-06-22,,,309619.08,0.0467,0.72,10410.63,sign_call,First American Title,Rocket Mortgage,In-House Escrow,True
DEAL-02142,PRP-02142,AGT-0264,AGT-0391,OFF-011,buyer,closed,2024-03-02,2024-04-17,2024-05-22,,,627248.77,0.0543,0.72,24522.92,open_house,In-House Title,Cash / Unknown,Old Republic Escrow,True
DEAL-02143,PRP-02143,AGT-0493,AGT-0454,OFF-005,dual,closed,2025-10-09,2025-12-20,2026-01-20,,,448133.93,0.0511,0.74,16945.74,social_media,Stewart Title,Chase,Chicago Title Escrow,True
DEAL-02144,PRP-02144,AGT-0131,AGT-0498,OFF-025,buyer,closed,2025-04-10,2025-06-13,2025-07-30,,,267815.09,0.0645,0.62,10709.93,open_house,First American Title,Rocket Mortgage,Chicago Title Escrow,True
DEAL-02145,PRP-02145,AGT-0231,AGT-0189,OFF-024,buyer,closed,2025-02-14,2025-05-15,2025-06-27,,,334370.75,0.0529,0.7,12381.75,brokerage_lead,In-House Title,Chase,Chicago Title Escrow,False
DEAL-02146,PRP-02146,AGT-0316,AGT-0217,OFF-013,listing,cancelled,2025-07-26,2025-08-05,,2025-10-04,Contract,,0.0619,0.69,,open_house,First American Title,Wells Fargo,In-House Escrow,False
DEAL-02147,PRP-02147,AGT-0133,AGT-0274,OFF-023,buyer,closed,2024-04-08,2024-06-10,2024-07-19,,,553431.69,0.0544,0.65,19569.34,brokerage_lead,First American Title,Wells Fargo,Old Republic Escrow,False
DEAL-02148,PRP-02148,AGT-0078,AGT-0014,OFF-020,dual,financing,2024-11-02,2024-11-30,,,,635734.35,0.0478,0.85,,sphere,Fidelity National,Cash / Unknown,In-House Escrow,True
DEAL-02149,PRP-02149,AGT-0037,AGT-0305,OFF-014,buyer,cancelled,2024-08-16,2024-10-19,,2024-12-09,Title,,0.0615,0.76,,referral,In-House Title,Wells Fargo,Chicago Title Escrow,False
DEAL-02150,PRP-02150,AGT-0204,AGT-0322,OFF-025,buyer,closed,2026-02-20,2026-03-22,2026-04-18,,,236309.39,0.0536,0.6,7599.71,brokerage_lead,First American Title,Rocket Mortgage,Chicago Title Escrow,True
DEAL-02151,PRP-02151,AGT-0141,AGT-0262,OFF-006,dual,closed,2025-12-02,2025-12-31,2026-02-17,,,177873.43,0.0459,0.7,5715.07,open_house,Stewart Title,Chase,Chicago Title Escrow,True
DEAL-02152,PRP-02152,AGT-0492,AGT-0021,OFF-007,buyer,closed,2025-12-24,2026-03-22,2026-04-23,,,227048.13,0.0542,0.68,8368.09,zillow,In-House Title,Cash / Unknown,Chicago Title Escrow,False
DEAL-02153,PRP-02153,AGT-0317,AGT-0330,OFF-010,listing,closed,2024-08-14,2024-10-16,2024-11-23,,,168120.46,0.0477,0.8,6415.48,zillow,In-House Title,Cash / Unknown,Chicago Title Escrow,True
DEAL-02154,PRP-02154,AGT-0022,AGT-0296,OFF-016,listing,closed,2025-06-20,2025-09-18,2025-11-13,,,375429.32,0.0581,0.68,14832.46,referral,In-House Title,Cash / Unknown,In-House Escrow,False
DEAL-02155,PRP-02155,AGT-0385,AGT-0370,OFF-009,buyer,inspection,2025-01-31,2025-04-13,,,,300996.81,0.0595,0.68,,past_client,First American Title,Cash / Unknown,In-House Escrow,True
DEAL-02156,PRP-02156,AGT-0150,AGT-0132,OFF-004,dual,closed,2024-10-01,2024-12-21,2025-01-14,,,447979.32,0.0458,0.67,13746.69,referral,Fidelity National,US Bank,In-House Escrow,False
DEAL-02157,PRP-02157,AGT-0247,AGT-0133,OFF-013,listing,closed,2025-04-26,2025-06-22,2025-07-24,,,293842.6,0.0647,0.86,16349.99,zillow,Fidelity National,US Bank,In-House Escrow,True
DEAL-02158,PRP-02158,AGT-0293,AGT-0033,OFF-024,listing,closed,2024-04-01,2024-06-11,2024-07-14,,,319865.86,0.0632,0.78,15768.11,sphere,In-House Title,Bank of America,In-House Escrow,False
DEAL-02159,PRP-02159,AGT-0221,AGT-0087,OFF-010,buyer,closed,2024-03-22,2024-05-08,2024-06-23,,,181792.62,0.0585,0.74,7869.8,referral,In-House Title,Bank of America,In-House Escrow,True
DEAL-02160,PRP-02160,AGT-0305,AGT-0462,OFF-007,buyer,closed,2024-05-16,2024-08-10,2024-10-01,,,1222797.21,0.0618,0.77,58188.03,open_house,In-House Title,Cash / Unknown,Chicago Title Escrow,False
DEAL-02161,PRP-02161,AGT-0363,AGT-0452,OFF-020,dual,closed,2024-05-28,2024-07-09,2024-08-28,,,310212.09,0.0522,0.71,11497.08,zillow,First American Title,Cash / Unknown,Old Republic Escrow,False
DEAL-02162,PRP-02162,AGT-0027,AGT-0014,OFF-018,buyer,closed,2024-04-22,2024-06-29,2024-08-10,,,357785.45,0.0602,0.78,16800.17,past_client,Fidelity National,Chase,In-House Escrow,False
DEAL-02163,PRP-02163,AGT-0025,AGT-0480,OFF-016,buyer,cancelled,2025-07-30,2025-10-28,,2025-12-30,Contract,,0.0637,0.65,,sphere,Fidelity National,Chase,In-House Escrow,False
DEAL-02164,PRP-02164,AGT-0091,AGT-0026,OFF-004,buyer,closed,2026-02-20,2026-05-17,2026-06-25,,,223281.38,0.0585,0.76,9927.09,past_client,In-House Title,Chase,Chicago Title Escrow,True
DEAL-02165,PRP-02165,AGT-0411,AGT-0084,OFF-025,buyer,closed,2026-02-20,2026-03-11,2026-05-04,,,231733.3,0.0623,0.75,10827.74,open_house,Stewart Title,Wells Fargo,In-House Escrow,True
DEAL-02166,PRP-02166,AGT-0197,AGT-0329,OFF-001,buyer,cancelled,2024-10-25,2024-12-05,,2025-01-10,Appraisal,,0.0596,0.62,,referral,In-House Title,Cash / Unknown,Old Republic Escrow,False
DEAL-02167,PRP-02167,AGT-0175,AGT-0159,OFF-004,buyer,cancelled,2025-03-23,2025-06-14,,2025-07-28,Title,,0.0625,0.88,,open_house,Stewart Title,US Bank,Old Republic Escrow,True
DEAL-02168,PRP-02168,AGT-0295,AGT-0396,OFF-025,listing,financing,2025-11-15,2025-12-25,,,,338118.45,0.0572,0.76,,social_media,Fidelity National,Rocket Mortgage,In-House Escrow,True
DEAL-02169,PRP-02169,AGT-0229,AGT-0212,OFF-013,dual,closed,2024-10-18,2024-12-19,2025-01-12,,,154655.21,0.0643,0.74,7358.8,zillow,First American Title,Rocket Mortgage,Chicago Title Escrow,False
DEAL-02170,PRP-02170,AGT-0108,AGT-0343,OFF-024,listing,cancelled,2025-02-26,2025-03-29,,2025-05-06,Contract,,0.0497,0.75,,sphere,Fidelity National,Cash / Unknown,Old Republic Escrow,False
DEAL-02171,PRP-02171,AGT-0005,AGT-0449,OFF-012,buyer,listed,2026-02-10,,,,,,0.0538,0.74,,zillow,In-House Title,Cash / Unknown,Old Republic Escrow,True
DEAL-02172,PRP-02172,AGT-0001,AGT-0256,OFF-021,listing,closed,2025-01-13,2025-01-30,2025-03-08,,,315417.45,0.0471,0.71,10547.87,open_house,Stewart Title,US Bank,Old Republic Escrow,False
DEAL-02173,PRP-02173,AGT-0241,AGT-0106,OFF-024,buyer,closed,2024-01-22,2024-04-01,2024-05-23,,,230334.03,0.0507,0.73,8524.89,sphere,In-House Title,Rocket Mortgage,Chicago Title Escrow,False
DEAL-02174,PRP-02174,AGT-0467,AGT-0273,OFF-003,dual,closed,2025-10-21,2026-01-06,2026-03-11,,,171902.67,0.0479,0.76,6257.94,sign_call,In-House Title,Wells Fargo,In-House Escrow,False
DEAL-02175,PRP-02175,AGT-0401,AGT-0047,OFF-008,dual,closed,2024-06-17,2024-07-31,2024-09-15,,,419023.64,0.0635,0.61,16230.88,referral,Stewart Title,US Bank,Old Republic Escrow,False
DEAL-02176,PRP-02176,AGT-0274,AGT-0460,OFF-008,dual,under_contract,2025-02-22,2025-05-01,,,,467082.6,0.0498,0.65,,realtor_com,In-House Title,Bank of America,In-House Escrow,True
DEAL-02177,PRP-02177,AGT-0264,AGT-0383,OFF-011,listing,closed,2025-07-07,2025-08-24,2025-10-03,,,256848.32,0.0455,0.72,8414.35,referral,Stewart Title,Rocket Mortgage,In-House Escrow,False
DEAL-02178,PRP-02178,AGT-0304,AGT-0379,OFF-019,listing,listed,2025-03-15,,,,,,0.0554,0.69,,sign_call,Fidelity National,Cash / Unknown,In-House Escrow,True
DEAL-02179,PRP-02179,AGT-0398,AGT-0356,OFF-021,buyer,cancelled,2025-07-26,2025-08-09,,2025-08-22,Inspection,,0.0475,0.77,,sphere,In-House Title,Cash / Unknown,In-House Escrow,False
DEAL-02180,PRP-02180,AGT-0003,AGT-0368,OFF-006,listing,listed,2024-01-06,,,,,,0.0539,0.8,,open_house,Stewart Title,Rocket Mortgage,In-House Escrow,True
DEAL-02181,PRP-02181,AGT-0180,AGT-0153,OFF-007,dual,closed,2024-08-05,2024-09-02,2024-10-23,,,272837.79,0.046,0.83,10416.95,sign_call,Stewart Title,Chase,Old Republic Escrow,False
DEAL-02182,PRP-02182,AGT-0420,AGT-0168,OFF-003,dual,cancelled,2024-08-31,2024-10-28,,2024-12-05,Inspection,,0.063,0.81,,referral,In-House Title,Wells Fargo,In-House Escrow,False
DEAL-02183,PRP-02183,AGT-0439,AGT-0355,OFF-009,dual,closed,2025-12-22,2026-03-09,2026-04-10,,,321683.53,0.0514,0.7,11574.17,zillow,Fidelity National,Bank of America,Old Republic Escrow,False
DEAL-02184,PRP-02184,AGT-0309,AGT-0368,OFF-002,dual,cancelled,2026-02-20,2026-04-15,,2026-05-08,Title,,0.0477,0.72,,sphere,In-House Title,Bank of America,In-House Escrow,True
DEAL-02185,PRP-02185,AGT-0434,AGT-0125,OFF-014,dual,closed,2024-06-04,2024-08-14,2024-09-24,,,318347.26,0.0533,0.68,11538.18,open_house,In-House Title,Rocket Mortgage,Chicago Title Escrow,True
DEAL-02186,PRP-02186,AGT-0308,AGT-0462,OFF-010,buyer,closed,2024-07-25,2024-08-18,2024-09-29,,,388362.71,0.0485,0.77,14503.41,sphere,Fidelity National,Cash / Unknown,Chicago Title Escrow,False
DEAL-02187,PRP-02187,AGT-0253,AGT-0215,OFF-002,listing,closed,2024-08-03,2024-09-13,2024-10-31,,,293355.44,0.053,0.68,10572.53,brokerage_lead,First American Title,Chase,In-House Escrow,False
DEAL-02188,PRP-02188,AGT-0323,AGT-0452,OFF-001,listing,closed,2024-11-13,2025-02-11,2025-02-26,,,194482.44,0.0543,0.65,6864.26,past_client,First American Title,Wells Fargo,Chicago Title Escrow,False
DEAL-02189,PRP-02189,AGT-0194,AGT-0189,OFF-019,dual,inspection,2024-04-24,2024-07-03,,,,1034444.56,0.0482,0.68,,referral,Fidelity National,Cash / Unknown,In-House Escrow,True
DEAL-02190,PRP-02190,AGT-0280,AGT-0322,OFF-018,buyer,closed,2026-02-20,2026-05-16,2026-06-03,,,292885.33,0.0458,0.6,8048.49,social_media,Fidelity National,Chase,Old Republic Escrow,False
DEAL-02191,PRP-02191,AGT-0015,AGT-0082,OFF-019,dual,under_contract,2025-08-31,2025-10-03,,,,1072738.05,0.056,0.7,,zillow,Stewart Title,Wells Fargo,Chicago Title Escrow,False
DEAL-02192,PRP-02192,AGT-0041,AGT-0066,OFF-022,listing,closed,2025-06-17,2025-09-04,2025-10-07,,,378816.08,0.0457,0.63,10906.49,zillow,In-House Title,Cash / Unknown,Old Republic Escrow,False
DEAL-02193,PRP-02193,AGT-0126,AGT-0295,OFF-019,listing,financing,2026-02-20,2026-05-09,,,,281616.43,0.0588,0.7,,sign_call,First American Title,Rocket Mortgage,Chicago Title Escrow,False
DEAL-02194,PRP-02194,AGT-0491,AGT-0294,OFF-018,dual,financing,2025-02-03,2025-04-26,,,,348626.79,0.0603,0.68,,open_house,Fidelity National,US Bank,In-House Escrow,True
DEAL-02195,PRP-02195,AGT-0195,AGT-0310,OFF-001,dual,title,2025-12-06,2026-01-30,,,,397699.17,0.0539,0.7,,open_house,First American Title,Cash / Unknown,Old Republic Escrow,False
DEAL-02196,PRP-02196,AGT-0368,AGT-0138,OFF-005,dual,closed,2025-08-04,2025-10-24,2025-12-06,,,230558.88,0.0629,0.63,9136.36,sphere,In-House Title,US Bank,Chicago Title Escrow,False
DEAL-02197,PRP-02197,AGT-0364,AGT-0369,OFF-013,dual,closed,2026-02-20,2026-04-02,2026-04-16,,,508128.91,0.0523,0.72,19134.1,open_house,Fidelity National,Chase,Old Republic Escrow,False
DEAL-02198,PRP-02198,AGT-0468,AGT-0155,OFF-019,listing,cancelled,2026-02-20,2026-03-29,,2026-05-20,Title,,0.0513,0.8,,zillow,Fidelity National,Chase,In-House Escrow,True
DEAL-02199,PRP-02199,AGT-0246,AGT-0326,OFF-012,buyer,cancelled,2026-02-20,2026-03-22,,2026-06-03,Title,,0.065,0.73,,referral,In-House Title,Wells Fargo,Old Republic Escrow,False
DEAL-02200,PRP-02200,AGT-0304,AGT-0199,OFF-019,dual,closed,2025-02-17,2025-03-13,2025-04-12,,,223853.07,0.0621,0.69,9591.88,zillow,Stewart Title,US Bank,Chicago Title Escrow,True
DEAL-02201,PRP-02201,AGT-0475,AGT-0271,OFF-016,buyer,closed,2026-02-20,2026-05-02,2026-06-08,,,190511.9,0.0605,0.69,7952.92,realtor_com,Fidelity National,Chase,In-House Escrow,False
DEAL-02202,PRP-02202,AGT-0215,AGT-0255,OFF-001,buyer,closed,2025-02-09,2025-03-29,2025-06-10,,,195068.0,0.05,0.69,6729.85,social_media,In-House Title,Chase,In-House Escrow,True
DEAL-02203,PRP-02203,AGT-0241,AGT-0329,OFF-024,listing,closed,2025-05-08,2025-07-24,2025-09-08,,,225785.04,0.06,0.8,10837.68,sphere,First American Title,Wells Fargo,Chicago Title Escrow,False
DEAL-02204,PRP-02204,AGT-0438,AGT-0056,OFF-004,listing,cancelled,2024-08-13,2024-10-29,,2024-12-29,Contract,,0.0503,0.78,,realtor_com,Stewart Title,Bank of America,Old Republic Escrow,False
DEAL-02205,PRP-02205,AGT-0468,AGT-0285,OFF-019,dual,closed,2025-06-21,2025-07-22,2025-08-31,,,162152.66,0.0528,0.8,6849.33,realtor_com,Stewart Title,Wells Fargo,In-House Escrow,False
DEAL-02206,PRP-02206,AGT-0404,AGT-0240,OFF-001,dual,closed,2024-11-17,2024-12-10,2025-01-13,,,284193.83,0.0601,0.64,10931.23,social_media,In-House Title,Cash / Unknown,In-House Escrow,False
DEAL-02207,PRP-02207,AGT-0188,AGT-0369,OFF-001,dual,closed,2024-02-17,2024-05-11,2024-06-13,,,164651.22,0.0596,0.7,6869.25,brokerage_lead,Fidelity National,Chase,In-House Escrow,False
DEAL-02208,PRP-02208,AGT-0395,AGT-0285,OFF-017,listing,closed,2026-02-20,2026-05-04,2026-06-22,,,202718.03,0.0633,0.73,9367.4,realtor_com,In-House Title,Cash / Unknown,Chicago Title Escrow,True
DEAL-02209,PRP-02209,AGT-0425,AGT-0472,OFF-015,listing,closed,2025-07-12,2025-07-21,2025-08-04,,,302991.28,0.0649,0.68,13371.61,open_house,First American Title,Rocket Mortgage,Chicago Title Escrow,False
DEAL-02210,PRP-02210,AGT-0457,AGT-0296,OFF-009,listing,closed,2025-03-04,2025-05-07,2025-06-14,,,471905.62,0.055,0.79,20504.3,realtor_com,Stewart Title,Rocket Mortgage,In-House Escrow,True
DEAL-02211,PRP-02211,AGT-0334,AGT-0451,OFF-017,dual,closed,2024-06-30,2024-08-24,2024-09-19,,,228432.13,0.0522,0.63,7512.22,past_client,In-House Title,Bank of America,In-House Escrow,False
DEAL-02212,PRP-02212,AGT-0185,AGT-0413,OFF-025,dual,closed,2025-01-20,2025-02-08,2025-03-24,,,163434.7,0.0501,0.79,6468.58,open_house,In-House Title,Cash / Unknown,In-House Escrow,True
DEAL-02213,PRP-02213,AGT-0334,AGT-0062,OFF-017,buyer,closed,2025-06-08,2025-06-26,2025-07-19,,,402065.62,0.0479,0.64,12325.72,social_media,Fidelity National,Cash / Unknown,Chicago Title Escrow,True
DEAL-02214,PRP-02214,AGT-0300,AGT-0223,OFF-014,listing,closed,2025-05-16,2025-05-30,2025-07-09,,,225408.98,0.0454,0.7,7163.5,referral,First American Title,Wells Fargo,In-House Escrow,False
DEAL-02215,PRP-02215,AGT-0127,AGT-0033,OFF-008,dual,title,2024-03-17,2024-06-08,,,,359658.3,0.0584,0.61,,social_media,In-House Title,Bank of America,In-House Escrow,True
DEAL-02216,PRP-02216,AGT-0490,AGT-0297,OFF-008,dual,closed,2026-02-20,2026-05-11,2026-06-30,,,217015.35,0.0529,0.74,8495.28,sign_call,Stewart Title,Wells Fargo,Chicago Title Escrow,True
DEAL-02217,PRP-02217,AGT-0492,AGT-0388,OFF-007,listing,closed,2024-08-19,2024-11-14,2024-12-20,,,345577.52,0.0647,0.6,13415.32,sign_call,In-House Title,Chase,Old Republic Escrow,False
DEAL-02218,PRP-02218,AGT-0446,AGT-0186,OFF-025,listing,closed,2024-09-07,2024-11-04,2024-12-13,,,206313.57,0.0529,0.88,9604.31,brokerage_lead,Fidelity National,US Bank,Chicago Title Escrow,False
DEAL-02219,PRP-02219,AGT-0275,AGT-0251,OFF-010,buyer,closed,2025-02-16,2025-04-13,2025-05-17,,,206624.72,0.0499,0.73,7526.72,open_house,Stewart Title,Chase,Old Republic Escrow,False
DEAL-02220,PRP-02220,AGT-0338,AGT-0336,OFF-001,listing,closed,2024-10-29,2024-11-28,2024-12-28,,,266186.45,0.0558,0.69,10248.71,open_house,Fidelity National,Cash / Unknown,In-House Escrow,True
DEAL-02221,PRP-02221,AGT-0234,AGT-0006,OFF-013,dual,closed,2024-05-12,2024-06-12,2024-08-09,,,162433.2,0.0611,0.63,6252.54,realtor_com,In-House Title,Chase,Old Republic Escrow,True
DEAL-02222,PRP-02222,AGT-0043,AGT-0043,OFF-007,listing,closed,2024-07-05,2024-09-03,2024-09-29,,,195957.34,0.056,0.7,7681.53,open_house,Fidelity National,Rocket Mortgage,Chicago Title Escrow,False
DEAL-02223,PRP-02223,AGT-0368,AGT-0295,OFF-005,listing,closed,2026-02-20,2026-03-31,2026-05-15,,,171380.63,0.0636,0.63,6866.88,sphere,Fidelity National,Rocket Mortgage,In-House Escrow,True
DEAL-02224,PRP-02224,AGT-0063,AGT-0441,OFF-018,dual,closed,2024-01-05,2024-02-09,2024-03-19,,,447493.49,0.0488,0.6,13102.61,referral,First American Title,Wells Fargo,Chicago Title Escrow,False
DEAL-02225,PRP-02225,AGT-0015,AGT-0187,OFF-019,dual,closed,2026-02-20,2026-03-17,2026-04-15,,,231143.17,0.0625,0.7,10112.51,open_house,First American Title,Wells Fargo,Chicago Title Escrow,False
