client_id,type
CLT-03839,seller
CLT-03840,seller
CLT-03841,buyer
CLT-03842,buyer
CLT-03843,buyer
CLT-03844,buyer
CLT-03845,buyer
CLT-03846,seller
CLT-03847,seller
CLT-03848,buyer
CLT-03849,seller
CLT-03850,buyer
CLT-03851,buyer
CLT-03852,buyer
CLT-03853,seller
CLT-03854,seller
CLT-03855,seller
CLT-03856,buyer
CLT-03857,buyer
CLT-03858,seller
CLT-03859,buyer
CLT-03860,seller
CLT-03861,buyer
CLT-03862,buyer
CLT-03863,buyer
CLT-03864,buyer
CLT-03865,buyer
CLT-03866,buyer
CLT-03867,seller
CLT-03868,seller
CLT-03869,seller
CLT-03870,buyer
CLT-03871,seller
CLT-03872,seller
CLT-03873,buyer
CLT-03874,seller
CLT-03875,buyer
CLT-03876,buyer
CLT-03877,buyer
CLT-03878,buyer
CLT-03879,buyer
CLT-03880,seller
CLT-03881,seller
CLT-03882,seller
CLT-03883,buyer
CLT-03884,seller
CLT-03885,seller
CLT-03886,buyer
CLT-03887,buyer
CLT-03888,seller
CLT-03889,seller
CLT-03890,buyer
CLT-03891,buyer
CLT-03892,buyer
CLT-03893,seller
CLT-03894,buyer
CLT-03895,buyer
CLT-03896,buyer
CLT-03897,seller
CLT-03898,seller
CLT-03899,seller
CLT-03900,seller
CLT-03901,buyer
CLT-03902,buyer
CLT-03903,buyer
CLT-03904,buyer
CLT-03905,buyer
CLT-03906,seller
CLT-03907,buyer
CLT-03908,seller
CLT-03909,seller
CLT-03910,buyer
CLT-03911,seller
CLT-03912,seller
CLT-03913,buyer
CLT-03914,seller
CLT-03915,buyer
CLT-03916,buyer
CLT-03917,buyer
CLT-03918,seller
CLT-03919,seller
CLT-03920,buyer
CLT-03921,seller
CLT-03922,buyer
CLT-03923,buyer
CLT-03924,seller
CLT-03925,seller
CLT-03926,seller
CLT-03927,seller
CLT-03928,seller
CLT-03929,seller
CLT-03930,seller
CLT-03931,buyer
CLT-03932,buyer
CLT-03933,buyer
CLT-03934,seller
CLT-03935,buyer
CLT-03936,buyer
CLT-03937,buyer
CLT-03938,seller
CLT-03939,seller
CLT-03940,buyer
CLT-03941,buyer
CLT-03942,buyer
CLT-03943,seller
CLT-03944,seller
CLT-03945,buyer
CLT-03946,buyer
CLT-03947,seller
CLT-03948,buyer
CLT-03949,buyer
CLT-03950,buyer
CLT-03951,seller
CLT-03952,seller
CLT-03953,buyer
CLT-03954,buyer
CLT-03955,seller
CLT-03956,buyer
CLT-03957,buyer
CLT-03958,seller
CLT-03959,buyer
CLT-03960,buyer
CLT-03961,buyer
CLT-03962,buyer
CLT-03963,seller
CLT-03964,buyer
CLT-03965,buyer
CLT-03966,buyer
CLT-03967,seller
CLT-03968,seller
CLT-03969,buyer
CLT-03970,seller
CLT-03971,buyer
CLT-03972,seller
CLT-03973,seller
CLT-03974,seller
CLT-03975,seller
CLT-03976,seller
CLT-03977,seller
CLT-03978,seller
CLT-03979,seller
CLT-03980,seller
CLT-03981,buyer
CLT-03982,seller
CLT-03983,seller
CLT-03984,buyer
CLT-03985,seller
CLT-03986,buyer
CLT-03987,buyer
CLT-03988,buyer
CLT-03989,buyer
CLT-03990,seller
CLT-03991,seller
CLT-03992,buyer
CLT-03993,buyer
CLT-03994,buyer
CLT-03995,seller
CLT-03996,buyer
CLT-03997,buyer
CLT-03998,seller
CLT-03999,seller
CLT-04000,buyer
CLT-04001,buyer
CLT-04002,buyer
CLT-04003,buyer
CLT-04004,buyer
CLT-04005,buyer
CLT-04006,buyer
CLT-04007,buyer
CLT-04008,buyer
CLT-04009,buyer
CLT-04010,buyer
CLT-04011,seller
CLT-04012,seller
CLT-04013,buyer
CLT-04014,buyer
CLT-04015,buyer
CLT-04016,seller
CLT-04017,buyer
CLT-04018,seller
CLT-04019,seller
CLT-04020,buyer
CLT-04021,buyer
CLT-04022,seller
CLT-04023,buyer
CLT-04024,buyer
CLT-04025,seller
CLT-04026,buyer
CLT-04027,seller
CLT-04028,seller
CLT-04029,buyer
CLT-04030,seller
CLT-04031,buyer
CLT-04032,seller
CLT-04033,seller
CLT-04034,buyer
CLT-04035,seller
CLT-04036,seller
CLT-04037,seller
CLT-04038,buyer
CLT-04039,seller
CLT-04040,seller
CLT-04041,seller
CLT-04042,seller
CLT-04043,seller
CLT-04044,seller
CLT-04045,seller
CLT-04046,seller
CLT-04047,seller
CLT-04048,seller
CLT-04049,buyer
CLT-04050,buyer
CLT-04051,buyer
CLT-04052,seller
CLT-04053,buyer
CLT-04054,buyer
CLT-04055,seller
CLT-04056,buyer
CLT-04057,seller
CLT-04058,buyer
CLT-04059,buyer
CLT-04060,buyer
CLT-04061,seller
CLT-04062,seller
CLT-04063,buyer
CLT-04064,buyer
CLT-04065,buyer
CLT-04066,seller
CLT-04067,seller
CLT-04068,buyer
CLT-04069,buyer
CLT-04070,buyer
CLT-04071,seller
CLT-04072,seller
CLT-04073,seller
CLT-04074,buyer
CLT-04075,seller
CLT-04076,seller
CLT-04077,seller
CLT-04078,seller
CLT-04079,seller
CLT-04080,seller
CLT-04081,seller
CLT-04082,buyer
CLT-04083,seller
CLT-04084,buyer
CLT-04085,buyer
CLT-04086,buyer
CLT-04087,buyer
CLT-04088,seller
CLT-04089,seller
CLT-04090,buyer
CLT-04091,buyer
CLT-04092,seller
CLT-04093,seller
CLT-04094,seller
CLT-04095,buyer
CLT-04096,seller
CLT-04097,seller
CLT-04098,seller
CLT-04099,seller
CLT-04100,buyer
CLT-04101,seller
CLT-04102,buyer
CLT-04103,seller
CLT-04104,buyer
CLT-04105,buyer
CLT-04106,seller
CLT-04107,seller
CLT-04108,seller
CLT-04109,seller
CLT-04110,buyer
CLT-04111,buyer
CLT-04112,seller
CLT-04113,seller
CLT-04114,buyer
CLT-04115,seller
CLT-04116,buyer
CLT-04117,buyer
CLT-04118,buyer
CLT-04119,buyer
CLT-04120,seller
CLT-04121,seller
CLT-04122,seller
CLT-04123,seller
CLT-04124,buyer
CLT-04125,buyer
CLT-04126,buyer
CLT-04127,buyer
CLT-04128,buyer
CLT-04129,buyer
CLT-04130,buyer
CLT-04131,buyer
CLT-04132,buyer
CLT-04133,seller
CLT-04134,buyer
CLT-04135,seller
CLT-04136,seller
CLT-04137,seller
CLT-04138,buyer
CLT-04139,buyer
CLT-04140,buyer
CLT-04141,buyer
CLT-04142,seller
CLT-04143,seller
CLT-04144,buyer
CLT-04145,buyer
CLT-04146,seller
CLT-04147,seller
CLT-04148,buyer
CLT-04149,buyer
CLT-04150,buyer
CLT-04151,seller
CLT-04152,buyer
CLT-04153,buyer
CLT-04154,seller
CLT-04155,buyer
CLT-04156,buyer
CLT-04157,buyer
CLT-04158,seller
CLT-04159,buyer
CLT-04160,seller
CLT-04161,buyer
CLT-04162,seller
CLT-04163,buyer
CLT-04164,seller
CLT-04165,seller
CLT-04166,seller
CLT-04167,seller
CLT-04168,seller
CLT-04169,buyer
CLT-04170,buyer
CLT-04171,seller
CLT-04172,seller
CLT-04173,seller
CLT-04174,seller
CLT-04175,buyer
CLT-04176,seller
CLT-04177,buyer
CLT-04178,buyer
CLT-04179,buyer
CLT-04180,buyer
CLT-04181,seller
CLT-04182,seller
CLT-04183,seller
CLT-04184,buyer
CLT-04185,buyer
CLT-04186,seller
CLT-04187,seller
CLT-04188,buyer
CLT-04189,buyer
CLT-04190,buyer
CLT-04191,buyer
CLT-04192,buyer
CLT-04193,buyer
CLT-04194,seller
CLT-04195,seller
CLT-04196,buyer
CLT-04197,seller
CLT-04198,buyer
CLT-04199,seller
CLT-04200,buyer
CLT-04201,buyer
CLT-04202,seller
CLT-04203,seller
CLT-04204,seller
CLT-04205,buyer
CLT-04206,seller
CLT-04207,buyer
CLT-04208,buyer
CLT-04209,buyer
CLT-04210,seller
CLT-04211,seller
CLT-04212,buyer
CLT-04213,seller
CLT-04214,buyer
CLT-04215,buyer
CLT-04216,buyer
CLT-04217,buyer
CLT-04218,buyer
CLT-04219,seller
CLT-04220,seller
CLT-04221,buyer
CLT-04222,buyer
CLT-04223,buyer
CLT-04224,buyer
CLT-04225,seller
CLT-04226,seller
CLT-04227,buyer
CLT-04228,buyer
CLT-04229,buyer
CLT-04230,seller
CLT-04231,seller
CLT-04232,seller
CLT-04233,buyer
CLT-04234,seller
CLT-04235,seller
CLT-04236,buyer
CLT-04237,seller
CLT-04238,seller
CLT-04239,buyer
CLT-04240,buyer
CLT-04241,seller
CLT-04242,buyer
CLT-04243,seller
CLT-04244,seller
CLT-04245,buyer
CLT-04246,seller
CLT-04247,seller
CLT-04248,buyer
CLT-04249,buyer
CLT-04250,seller
CLT-04251,buyer
CLT-04252,seller
CLT-04253,seller
CLT-04254,buyer
CLT-04255,buyer
CLT-04256,seller
CLT-04257,seller
CLT-04258,buyer
CLT-04259,seller
CLT-04260,buyer
CLT-04261,seller
CLT-04262,seller
CLT-04263,seller
CLT-04264,buyer
CLT-04265,seller
CLT-04266,seller
CLT-04267,seller
CLT-04268,buyer
CLT-04269,buyer
CLT-04270,buyer
CLT-04271,buyer
CLT-04272,seller
CLT-04273,seller
CLT-04274,seller
CLT-04275,seller
CLT-04276,seller
CLT-04277,seller
CLT-04278,buyer
CLT-04279,seller
CLT-04280,buyer
CLT-04281,seller
CLT-04282,seller
CLT-04283,buyer
CLT-04284,seller
CLT-04285,buyer
CLT-04286,buyer
CLT-04287,seller
CLT-04288,buyer
CLT-04289,seller
CLT-04290,seller
CLT-04291,buyer
CLT-04292,buyer
CLT-04293,buyer
CLT-04294,buyer
CLT-04295,seller
CLT-04296,seller
CLT-04297,buyer
CLT-04298,buyer
CLT-04299,seller
CLT-04300,seller
CLT-04301,seller
CLT-04302,buyer
CLT-04303,seller
CLT-04304,seller
CLT-04305,buyer
CLT-04306,seller
CLT-04307,buyer
CLT-04308,buyer
CLT-04309,seller
CLT-04310,buyer
CLT-04311,seller
CLT-04312,buyer
CLT-04313,buyer
CLT-04314,seller
CLT-04315,seller
CLT-04316,seller
CLT-04317,buyer
CLT-04318,buyer
CLT-04319,seller
CLT-04320,buyer
CLT-04321,seller
CLT-04322,buyer
CLT-04323,seller
CLT-04324,buyer
CLT-04325,buyer
CLT-04326,seller
CLT-04327,seller
CLT-04328,buyer
CLT-04329,seller
CLT-04330,seller
CLT-04331,seller
CLT-04332,seller
CLT-04333,seller
CLT-04334,seller
CLT-04335,seller
CLT-04336,buyer
CLT-04337,buyer
CLT-04338,buyer
CLT-04339,seller
CLT-04340,seller
CLT-04341,buyer
CLT-04342,seller
CLT-04343,buyer
CLT-04344,buyer
CLT-04345,seller
CLT-04346,buyer
CLT-04347,seller
CLT-04348,seller
CLT-04349,seller
CLT-04350,buyer
CLT-04351,buyer
CLT-04352,buyer
CLT-04353,buyer
CLT-04354,seller
CLT-04355,buyer
CLT-04356,seller
CLT-04357,seller
CLT-04358,buyer
CLT-04359,buyer
CLT-04360,seller
CLT-04361,seller
CLT-04362,seller
CLT-04363,buyer
CLT-04364,buyer
CLT-04365,buyer
CLT-04366,buyer
CLT-04367,seller
CLT-04368,buyer
CLT-04369,buyer
CLT-04370,buyer
CLT-04371,buyer
CLT-04372,buyer
CLT-04373,seller
CLT-04374,seller
CLT-04375,buyer
CLT-04376,seller
CLT-04377,buyer
CLT-04378,seller
CLT-04379,buyer
CLT-04380,seller
CLT-04381,buyer
CLT-04382,buyer
CLT-04383,seller
CLT-04384,buyer
CLT-04385,buyer
CLT-04386,buyer
CLT-04387,seller
CLT-04388,seller
CLT-04389,buyer
CLT-04390,seller
CLT-04391,seller
CLT-04392,buyer
CLT-04393,seller
CLT-04394,buyer
CLT-04395,seller
CLT-04396,buyer
CLT-04397,buyer
CLT-04398,seller
CLT-04399,buyer
CLT-04400,buyer
CLT-04401,buyer
CLT-04402,seller
CLT-04403,seller
CLT-04404,seller
CLT-04405,buyer
CLT-04406,buyer
CLT-04407,seller
CLT-04408,buyer
CLT-04409,seller
CLT-04410,buyer
CLT-04411,buyer
CLT-04412,seller
CLT-04413,buyer
CLT-04414,seller
CLT-04415,seller
CLT-04416,seller
CLT-04417,seller
CLT-04418,seller
CLT-04419,buyer
CLT-04420,seller
CLT-04421,buyer
CLT-04422,seller
CLT-04423,seller
CLT-04424,seller
CLT-04425,seller
CLT-04426,seller
CLT-04427,seller
CLT-04428,seller
CLT-04429,seller
CLT-04430,buyer
CLT-04431,buyer
CLT-04432,seller
CLT-04433,seller
CLT-04434,buyer
CLT-04435,seller
CLT-04436,buyer
CLT-04437,buyer
CLT-04438,seller
CLT-04439,buyer
CLT-04440,buyer
CLT-04441,seller
CLT-04442,buyer
CLT-04443,seller
CLT-04444,seller
CLT-04445,buyer
CLT-04446,seller
CLT-04447,seller
CLT-04448,seller
CLT-04449,buyer
CLT-04450,buyer
CLT-04451,buyer
CLT-04452,buyer
CLT-04453,buyer
CLT-04454,seller
CLT-04455,seller
CLT-04456,seller
CLT-04457,seller
CLT-04458,buyer
CLT-04459,seller
CLT-04460,seller
CLT-04461,seller
CLT-04462,buyer
CLT-04463,buyer
CLT-04464,seller
CLT-04465,buyer
CLT-04466,seller
CLT-04467,buyer
CLT-04468,buyer
CLT-04469,seller
CLT-04470,buyer
CLT-04471,seller
CLT-04472,seller
CLT-04473,buyer
CLT-04474,seller
CLT-04475,seller
CLT-04476,buyer
CLT-04477,seller
CLT-04478,seller
CLT-04479,seller
CLT-04480,seller
CLT-04481,seller
CLT-04482,buyer
CLT-04483,seller
CLT-04484,buyer
CLT-04485,seller
CLT-04486,seller
CLT-04487,seller
CLT-04488,buyer
CLT-04489,seller
CLT-04490,seller
CLT-04491,seller
CLT-04492,seller
CLT-04493,buyer
CLT-04494,seller
CLT-04495,buyer
CLT-04496,seller
CLT-04497,seller
CLT-04498,seller
CLT-04499,buyer
CLT-04500,seller
CLT-04501,seller
CLT-04502,seller
CLT-04503,seller
CLT-04504,buyer
CLT-04505,seller
CLT-04506,buyer
CLT-04507,buyer
CLT-04508,buyer
CLT-04509,seller
CLT-04510,seller
CLT-04511,buyer
CLT-04512,seller
CLT-04513,buyer
CLT-04514,seller
CLT-04515,buyer
CLT-04516,seller
CLT-04517,seller
CLT-04518,buyer
CLT-04519,seller
CLT-04520,seller
CLT-04521,seller
CLT-04522,seller
CLT-04523,buyer
CLT-04524,seller
CLT-04525,buyer
CLT-04526,seller
CLT-04527,seller
CLT-04528,buyer
CLT-04529,seller
CLT-04530,buyer
CLT-04531,seller
CLT-04532,buyer
CLT-04533,buyer
CLT-04534,buyer
CLT-04535,seller
CLT-04536,buyer
CLT-04537,seller
CLT-04538,buyer
CLT-04539,seller
CLT-04540,buyer
CLT-04541,seller
CLT-04542,seller
CLT-04543,buyer
CLT-04544,seller
CLT-04545,seller
CLT-04546,seller
CLT-04547,buyer
CLT-04548,seller
CLT-04549,buyer
CLT-04550,seller
CLT-04551,buyer
CLT-04552,seller
CLT-04553,seller
CLT-04554,seller
CLT-04555,seller
CLT-04556,buyer
CLT-04557,buyer
CLT-04558,seller
CLT-04559,buyer
CLT-04560,buyer
CLT-04561,buyer
CLT-04562,buyer
CLT-04563,seller
CLT-04564,seller
CLT-04565,seller
CLT-04566,buyer
CLT-04567,buyer
CLT-04568,seller
CLT-04569,seller
CLT-04570,seller
CLT-04571,seller
CLT-04572,seller
CLT-04573,seller
CLT-04574,seller
CLT-04575,buyer
CLT-04576,buyer
CLT-04577,buyer
CLT-04578,seller
CLT-04579,buyer
CLT-04580,buyer
CLT-04581,buyer
CLT-04582,seller
CLT-04583,buyer
CLT-04584,buyer
CLT-04585,seller
CLT-04586,buyer
CLT-04587,seller
CLT-04588,seller
CLT-04589,buyer
CLT-04590,seller
CLT-04591,seller
CLT-04592,seller
CLT-04593,buyer
CLT-04594,buyer
CLT-04595,buyer
CLT-04596,seller
CLT-04597,seller
CLT-04598,buyer
CLT-04599,buyer
CLT-04600,seller
CLT-04601,seller
CLT-04602,seller
CLT-04603,buyer
CLT-04604,seller
CLT-04605,seller
CLT-04606,seller
CLT-04607,seller
CLT-04608,seller
CLT-04609,seller
CLT-04610,buyer
CLT-04611,buyer
CLT-04612,buyer
CLT-04613,seller
CLT-04614,buyer
CLT-04615,buyer
CLT-04616,seller
CLT-04617,buyer
CLT-04618,buyer
CLT-04619,seller
CLT-04620,buyer
CLT-04621,seller
CLT-04622,buyer
CLT-04623,seller
CLT-04624,buyer
CLT-04625,seller
CLT-04626,buyer
CLT-04627,buyer
CLT-04628,buyer
CLT-04629,buyer
CLT-04630,buyer
CLT-04631,seller
CLT-04632,buyer
CLT-04633,buyer
CLT-04634,seller
CLT-04635,seller
CLT-04636,seller
CLT-04637,buyer
CLT-04638,seller
CLT-04639,buyer
CLT-04640,seller
CLT-04641,seller
CLT-04642,buyer
CLT-04643,seller
CLT-04644,seller
CLT-04645,seller
CLT-04646,buyer
CLT-04647,buyer
CLT-04648,buyer
CLT-04649,buyer
CLT-04650,buyer
CLT-04651,seller
CLT-04652,seller
CLT-04653,buyer
CLT-04654,buyer
CLT-04655,seller
CLT-04656,buyer
CLT-04657,seller
CLT-04658,buyer
CLT-04659,seller
CLT-04660,buyer
CLT-04661,seller
CLT-04662,buyer
CLT-04663,seller
CLT-04664,seller
CLT-04665,buyer
CLT-04666,buyer
CLT-04667,buyer
CLT-04668,seller
CLT-04669,seller
CLT-04670,seller
CLT-04671,buyer
CLT-04672,seller
CLT-04673,seller
CLT-04674,buyer
CLT-04675,buyer
CLT-04676,buyer
CLT-04677,buyer
CLT-04678,buyer
CLT-04679,buyer
CLT-04680,seller
CLT-04681,buyer
CLT-04682,seller
CLT-04683,buyer
CLT-04684,seller
CLT-04685,buyer
CLT-04686,buyer
CLT-04687,seller
CLT-04688,buyer
CLT-04689,seller
CLT-04690,buyer
CLT-04691,buyer
CLT-04692,buyer
CLT-04693,seller
CLT-04694,buyer
CLT-04695,seller
CLT-04696,seller
CLT-04697,seller
CLT-04698,seller
CLT-04699,seller
CLT-04700,buyer
CLT-04701,seller
CLT-04702,buyer
CLT-04703,seller
CLT-04704,buyer
CLT-04705,buyer
CLT-04706,seller
CLT-04707,buyer
CLT-04708,buyer
CLT-04709,seller
CLT-04710,buyer
CLT-04711,seller
CLT-04712,seller
CLT-04713,buyer
CLT-04714,buyer
CLT-04715,buyer
CLT-04716,buyer
CLT-04717,seller
CLT-04718,buyer
CLT-04719,seller
CLT-04720,seller
CLT-04721,buyer
CLT-04722,seller
CLT-04723,seller
CLT-04724,seller
CLT-04725,seller
CLT-04726,seller
CLT-04727,seller
CLT-04728,seller
CLT-04729,buyer
CLT-04730,buyer
CLT-04731,seller
CLT-04732,buyer
CLT-04733,seller
CLT-04734,seller
CLT-04735,buyer
CLT-04736,buyer
CLT-04737,buyer
CLT-04738,seller
CLT-04739,buyer
CLT-04740,buyer
CLT-04741,seller
CLT-04742,buyer
CLT-04743,seller
CLT-04744,seller
CLT-04745,seller
CLT-04746,buyer
CLT-04747,seller
CLT-04748,seller
CLT-04749,seller
CLT-04750,buyer
CLT-04751,buyer
CLT-04752,seller
CLT-04753,seller
CLT-04754,buyer
CLT-04755,buyer
CLT-04756,seller
CLT-04757,buyer
CLT-04758,buyer
CLT-04759,buyer
CLT-04760,buyer
CLT-04761,seller
CLT-04762,buyer
CLT-04763,buyer
CLT-04764,seller
CLT-04765,buyer
CLT-04766,buyer
CLT-04767,buyer
CLT-04768,seller
CLT-04769,seller
CLT-04770,buyer
CLT-04771,seller
CLT-04772,buyer
CLT-04773,seller
CLT-04774,buyer
CLT-04775,seller
CLT-04776,seller
CLT-04777,seller
CLT-04778,seller
CLT-04779,buyer
CLT-04780,seller
CLT-04781,buyer
CLT-04782,seller
CLT-04783,seller
CLT-04784,buyer
CLT-04785,seller
CLT-04786,seller
CLT-04787,buyer
CLT-04788,buyer
CLT-04789,buyer
CLT-04790,buyer
CLT-04791,buyer
CLT-04792,buyer
CLT-04793,buyer
CLT-04794,seller
CLT-04795,buyer
CLT-04796,buyer
CLT-04797,seller
CLT-04798,buyer
CLT-04799,buyer
CLT-04800,buyer
CLT-04801,buyer
CLT-04802,seller
CLT-04803,buyer
CLT-04804,seller
CLT-04805,seller
CLT-04806,seller
CLT-04807,buyer
CLT-04808,buyer
CLT-04809,seller
CLT-04810,seller
CLT-04811,seller
CLT-04812,seller
CLT-04813,buyer
CLT-04814,buyer
CLT-04815,buyer
CLT-04816,buyer
CLT-04817,buyer
CLT-04818,buyer
CLT-04819,buyer
CLT-04820,seller
CLT-04821,buyer
CLT-04822,buyer
CLT-04823,seller
CLT-04824,buyer
CLT-04825,seller
CLT-04826,seller
CLT-04827,seller
CLT-04828,buyer
CLT-04829,buyer
CLT-04830,seller
CLT-04831,buyer
CLT-04832,buyer
CLT-04833,buyer
CLT-04834,buyer
CLT-04835,buyer
CLT-04836,seller
CLT-04837,buyer
CLT-04838,seller
CLT-04839,buyer
CLT-04840,buyer
CLT-04841,seller
CLT-04842,seller
CLT-04843,seller
CLT-04844,buyer
CLT-04845,seller
CLT-04846,seller
CLT-04847,seller
CLT-04848,buyer
CLT-04849,seller
CLT-04850,buyer
CLT-04851,seller
CLT-04852,seller
CLT-04853,buyer
CLT-04854,seller
CLT-04855,buyer
CLT-04856,seller
CLT-04857,buyer
CLT-04858,buyer
CLT-04859,seller
CLT-04860,buyer
CLT-04861,seller
CLT-04862,buyer
CLT-04863,seller
CLT-04864,seller
CLT-04865,seller
CLT-04866,buyer
CLT-04867,seller
CLT-04868,seller
CLT-04869,buyer
CLT-04870,seller
CLT-04871,buyer
CLT-04872,seller
CLT-04873,buyer
CLT-04874,buyer
CLT-04875,seller
CLT-04876,buyer
CLT-04877,seller
CLT-04878,seller
CLT-04879,buyer
CLT-04880,buyer
CLT-04881,seller
CLT-04882,seller
CLT-04883,seller
CLT-04884,seller
CLT-04885,buyer
CLT-04886,buyer
CLT-04887,seller
CLT-04888,buyer
CLT-04889,seller
CLT-04890,buyer
CLT-04891,seller
CLT-04892,buyer
CLT-04893,buyer
CLT-04894,seller
CLT-04895,buyer
CLT-04896,seller
CLT-04897,seller
CLT-04898,buyer
CLT-04899,buyer
CLT-04900,seller
CLT-04901,seller
CLT-04902,seller
CLT-04903,seller
CLT-04904,buyer
CLT-04905,seller
CLT-04906,seller
CLT-04907,buyer
CLT-04908,buyer
CLT-04909,seller
CLT-04910,seller
CLT-04911,buyer
CLT-04912,seller
CLT-04913,buyer
CLT-04914,seller
CLT-04915,buyer
CLT-04916,seller
CLT-04917,buyer
CLT-04918,buyer
CLT-04919,buyer
CLT-04920,seller
CLT-04921,seller
CLT-04922,seller
CLT-04923,seller
CLT-04924,seller
CLT-04925,buyer
CLT-04926,seller
CLT-04927,buyer
CLT-04928,seller
CLT-04929,seller
CLT-04930,seller
CLT-04931,buyer
CLT-04932,seller
CLT-04933,seller
CLT-04934,seller
CLT-04935,seller
CLT-04936,buyer
CLT-04937,seller
CLT-04938,buyer
CLT-04939,seller
CLT-04940,buyer
CLT-04941,seller
CLT-04942,seller
CLT-04943,seller
CLT-04944,buyer
CLT-04945,buyer
CLT-04946,buyer
CLT-04947,buyer
CLT-04948,seller
CLT-04949,buyer
CLT-04950,seller
CLT-04951,buyer
CLT-04952,seller
CLT-04953,seller
CLT-04954,seller
CLT-04955,seller
CLT-04956,seller
CLT-04957,buyer
CLT-04958,seller
CLT-04959,seller
CLT-04960,seller
CLT-04961,seller
CLT-04962,buyer
CLT-04963,seller
CLT-04964,seller
CLT-04965,buyer
CLT-04966,seller
CLT-04967,seller
CLT-04968,buyer
CLT-04969,seller
CLT-04970,seller
CLT-04971,buyer
CLT-04972,seller
CLT-04973,seller
CLT-04974,buyer
CLT-04975,seller
CLT-04976,seller
CLT-04977,buyer
CLT-04978,buyer
CLT-04979,seller
CLT-04980,buyer
CLT-04981,seller
CLT-04982,seller
CLT-04983,seller
CLT-04984,buyer
CLT-04985,seller
CLT-04986,seller
CLT-04987,buyer
CLT-04988,seller
CLT-04989,seller
CLT-04990,seller
CLT-04991,seller
CLT-04992,seller
CLT-04993,seller
CLT-04994,buyer
CLT-04995,seller
CLT-04996,buyer
CLT-04997,buyer
CLT-04998,buyer
CLT-04999,buyer
CLT-05000,buyer
CLT-05001,buyer
CLT-05002,seller
CLT-05003,seller
CLT-05004,seller
CLT-05005,seller
CLT-05006,seller
CLT-05007,buyer
CLT-05008,buyer
CLT-05009,buyer
CLT-05010,seller
CLT-05011,seller
CLT-05012,seller
CLT-05013,seller
CLT-05014,seller
CLT-05015,buyer
CLT-05016,buyer
CLT-05017,buyer
CLT-05018,buyer
CLT-05019,seller
CLT-05020,buyer
CLT-05021,buyer
CLT-05022,buyer
CLT-05023,seller
CLT-05024,seller
CLT-05025,buyer
CLT-05026,buyer
CLT-05027,buyer
CLT-05028,buyer
CLT-05029,buyer
CLT-05030,buyer
CLT-05031,seller
CLT-05032,buyer
CLT-05033,buyer
CLT-05034,seller
CLT-05035,seller
CLT-05036,seller
CLT-05037,buyer
CLT-05038,buyer
CLT-05039,buyer
CLT-05040,seller
CLT-05041,buyer
CLT-05042,buyer
CLT-05043,seller
CLT-05044,buyer
CLT-05045,seller
CLT-05046,buyer
CLT-05047,seller
CLT-05048,buyer
CLT-05049,buyer
CLT-05050,seller
CLT-05051,seller
CLT-05052,buyer
CLT-05053,seller
CLT-05054,seller
CLT-05055,buyer
CLT-05056,seller
CLT-05057,buyer
CLT-05058,seller
CLT-05059,buyer
CLT-05060,buyer
CLT-05061,seller
CLT-05062,buyer
CLT-05063,seller
CLT-05064,buyer
CLT-05065,seller
CLT-05066,seller
CLT-05067,seller
CLT-05068,seller
CLT-05069,buyer
CLT-05070,buyer
CLT-05071,seller
CLT-05072,seller
CLT-05073,buyer
CLT-05074,buyer
CLT-05075,buyer
CLT-05076,seller
CLT-05077,seller
CLT-05078,buyer
CLT-05079,seller
CLT-05080,buyer
CLT-05081,buyer
CLT-05082,seller
CLT-05083,buyer
CLT-05084,buyer
CLT-05085,buyer
CLT-05086,seller
CLT-05087,buyer
CLT-05088,seller
CLT-05089,buyer
CLT-05090,seller
CLT-05091,seller
CLT-05092,buyer
CLT-05093,seller
CLT-05094,seller
CLT-05095,buyer
CLT-05096,seller
CLT-05097,buyer
CLT-05098,buyer
CLT-05099,buyer
CLT-05100,buyer
CLT-05101,buyer
CLT-05102,buyer
CLT-05103,seller
CLT-05104,seller
CLT-05105,buyer
CLT-05106,seller
CLT-05107,buyer
CLT-05108,buyer
CLT-05109,seller
CLT-05110,seller
CLT-05111,buyer
CLT-05112,seller
CLT-05113,seller
CLT-05114,seller
CLT-05115,buyer
CLT-05116,buyer
CLT-05117,buyer
CLT-05118,seller
CLT-05119,seller
CLT-05120,buyer
CLT-05121,buyer
CLT-05122,seller
CLT-05123,seller
CLT-05124,seller
CLT-05125,seller
CLT-05126,buyer
CLT-05127,buyer
CLT-05128,seller
CLT-05129,buyer
CLT-05130,buyer
CLT-05131,buyer
CLT-05132,buyer
CLT-05133,seller
CLT-05134,buyer
CLT-05135,seller
CLT-05136,buyer
CLT-05137,seller
CLT-05138,seller
CLT-05139,buyer
CLT-05140,seller
CLT-05141,buyer
CLT-05142,seller
CLT-05143,seller
CLT-05144,buyer
CLT-05145,buyer
CLT-05146,seller
CLT-05147,seller
CLT-05148,buyer
CLT-05149,buyer
CLT-05150,buyer
CLT-05151,buyer
CLT-05152,seller
CLT-05153,seller
CLT-05154,buyer
CLT-05155,buyer
CLT-05156,buyer
CLT-05157,seller
CLT-05158,buyer
CLT-05159,buyer
CLT-05160,buyer
CLT-05161,seller
CLT-05162,buyer
CLT-05163,buyer
CLT-05164,seller
CLT-05165,seller
CLT-05166,seller
CLT-05167,buyer
CLT-05168,seller
CLT-05169,buyer
CLT-05170,seller
CLT-05171,buyer
