property_id,address,city,state,zip,latitude,longitude,type,beds,list_price
PRP-03265,652 Cheryl Villages Apt. 144,Decatur,GA,30113,33.8496,-84.2522,condo,4.0,288946
PRP-03266,042 Perez Estates Suite 063,Brentwood,TN,37113,35.9859,-86.7686,single_family,4.0,236865
PRP-03267,9289 Mario Park Apt. 818,Atlanta,GA,30024,33.7275,-84.3574,townhouse,4.0,150000
PRP-03268,74365 Reid Plaza,Marietta,GA,30499,33.8794,-84.544,single_family,3.0,340680
PRP-03269,234 Tristan Oval Suite 300,Matthews,NC,27692,35.16,-80.7965,single_family,3.0,442332
PRP-03270,91415 Hurley Harbors Suite 224,Nashville,TN,37764,36.2148,-86.7674,condo,2.0,172821
PRP-03271,430 Gregory Spurs,Atlanta,GA,31599,33.7055,-84.3759,single_family,5.0,186230
PRP-03272,656 Deleon Park,Franklin,TN,37163,35.8788,-86.8677,single_family,2.0,272493
PRP-03273,0285 Matthew Gateway Apt. 421,East Point,GA,31498,33.7156,-84.4636,condo,6.0,512112
PRP-03274,3606 Samuel Causeway Suite 711,Charlotte,NC,28334,35.3029,-80.7723,single_family,4.0,201754
PRP-03275,3819 Yang Mountain Suite 914,Decatur,GA,30997,33.7395,-84.3213,multi_family,4.0,879854
PRP-03276,77706 Rivera Trafficway,Matthews,NC,27192,35.1004,-80.7855,condo,1.0,400561
PRP-03277,69932 Stacy Camp Suite 823,Brentwood,TN,38485,36.0634,-86.7526,single_family,6.0,216179
PRP-03278,96548 John Highway Suite 236,Brookhaven,GA,31432,33.8332,-84.3157,single_family,1.0,499592
PRP-03279,17312 Gary Lane Suite 862,Franklin,TN,38290,35.9009,-86.9149,single_family,4.0,362215
PRP-03280,41698 Griffith Walk,Tucker,GA,31077,33.9311,-84.1466,single_family,1.0,195602
PRP-03281,799 White Landing,Charlotte,NC,27246,35.2469,-80.8272,single_family,3.0,360378
PRP-03282,2558 Velazquez Ford Apt. 013,Brentwood,TN,37167,36.0191,-86.7045,single_family,4.0,263879
PRP-03283,33014 Brooks Lights Apt. 230,Brookhaven,GA,31872,33.881,-84.37,condo,3.0,232719
PRP-03284,180 Marshall Lights Apt. 277,Huntersville,NC,27634,35.4189,-80.8724,single_family,4.0,322887
PRP-03285,57005 Diane Spring Apt. 416,Nashville,TN,37145,36.2309,-86.8556,single_family,6.0,392956
PRP-03286,9971 Cobb Plaza Apt. 898,Atlanta,GA,30532,33.754,-84.3341,single_family,1.0,607027
PRP-03287,804 Randy Turnpike,Decatur,GA,30754,33.8014,-84.2973,single_family,1.0,266818
PRP-03288,2874 Green Well,Marietta,GA,30893,33.8864,-84.5594,single_family,6.0,272916
PRP-03289,977 Amanda Rue Apt. 784,Marietta,GA,30424,33.945,-84.5913,condo,1.0,232717
PRP-03290,26437 Brian Greens Apt. 825,Decatur,GA,30154,33.7834,-84.2498,single_family,4.0,314321
PRP-03291,00147 Vazquez Cove Suite 521,Sandy Springs,GA,31751,33.8989,-84.3724,townhouse,2.0,196553
PRP-03292,90725 Mark Turnpike,Brookhaven,GA,30367,33.904,-84.2872,condo,4.0,374533
PRP-03293,645 Howell Plains Suite 044,Franklin,TN,37766,35.9581,-86.8022,condo,1.0,319865
PRP-03294,2793 Sparks Lane Suite 005,Decatur,GA,31792,33.746,-84.23,condo,5.0,283942
PRP-03295,193 Patterson Estates,Sandy Springs,GA,30188,34.0091,-84.3,single_family,3.0,438806
PRP-03296,494 Bowers Corners,Marietta,GA,31458,34.0064,-84.4774,single_family,5.0,279767
PRP-03297,3584 Galvan Fords Suite 037,Tucker,GA,30507,33.9687,-84.1304,single_family,6.0,405276
PRP-03298,50248 Riley Cape,Matthews,NC,27208,35.1346,-80.6794,condo,6.0,271565
PRP-03299,21483 Mary Union,Marietta,GA,31543,33.976,-84.4959,single_family,1.0,379340
PRP-03300,3315 Hill Ridge,Marietta,GA,30604,33.9954,-84.5163,single_family,1.0,168768
PRP-03301,58155 Scott Cliffs,Brookhaven,GA,30005,33.8089,-84.3247,single_family,2.0,344432
PRP-03302,505 Norman Isle Apt. 472,Brookhaven,GA,31905,33.7852,-84.2829,single_family,1.0,429591
PRP-03303,8426 Michael Harbor Suite 295,Matthews,NC,28497,35.1487,-80.7923,townhouse,2.0,263313
PRP-03304,93407 Janice Dale Apt. 044,Marietta,GA,31534,33.9201,-84.5423,single_family,6.0,314225
PRP-03305,62734 Jacob Heights Suite 372,Sandy Springs,GA,30092,33.9552,-84.3655,townhouse,6.0,293247
PRP-03306,30286 Gonzalez Squares Suite 934,Tucker,GA,31878,33.9057,-84.1592,single_family,6.0,321555
PRP-03307,2342 Julia Fort Suite 802,Charlotte,NC,27936,35.2162,-80.8347,condo,2.0,325753
PRP-03308,2045 Foster Stravenue Suite 139,Marietta,GA,30423,33.9568,-84.4808,single_family,4.0,288411
PRP-03309,681 Anthony Passage,Decatur,GA,30952,33.7287,-84.3684,single_family,3.0,494715
PRP-03310,9986 Benton Dale Apt. 676,Huntersville,NC,27976,35.3866,-80.8434,single_family,3.0,352736
PRP-03311,5213 Hines Passage,Huntersville,NC,27368,35.4851,-80.8098,single_family,6.0,273688
PRP-03312,59975 Andrea Course Suite 941,Marietta,GA,30492,34.0041,-84.5125,single_family,1.0,177290
PRP-03313,3934 Yu Landing,Tucker,GA,30331,33.8424,-84.1749,multi_family,1.0,707861
PRP-03314,901 Poole Walk,Marietta,GA,30547,34.0081,-84.5448,condo,4.0,287569
PRP-03315,039 Watts Dale,Marietta,GA,30660,34.0061,-84.5773,single_family,3.0,404579
PRP-03316,06095 Lamb Streets,Brookhaven,GA,31602,33.9005,-84.2948,townhouse,6.0,474501
PRP-03317,32679 Martin Valley,Franklin,TN,38455,35.9552,-86.8638,single_family,1.0,334966
PRP-03318,185 Kathryn Trace Suite 570,Marietta,GA,30755,33.9428,-84.5671,single_family,4.0,259447
PRP-03319,00505 Villanueva Inlet Suite 541,Brentwood,TN,37137,36.0735,-86.8192,condo,6.0,327555
PRP-03320,39595 Garcia Ferry,Nashville,TN,37562,36.1767,-86.8325,single_family,6.0,241048
PRP-03321,39832 April Mission Apt. 099,Matthews,NC,27340,35.0646,-80.786,single_family,4.0,270607
PRP-03322,94420 Hood Extension,Brentwood,TN,37782,36.0141,-86.8021,single_family,5.0,189311
PRP-03323,31830 Moore Fall,Franklin,TN,38552,35.917,-86.9062,condo,2.0,184587
PRP-03324,8047 Hernandez Spur Apt. 978,Franklin,TN,37898,35.912,-86.8618,single_family,4.0,257022
PRP-03325,379 Lutz Oval,Brookhaven,GA,31145,33.8944,-84.2513,single_family,2.0,359147
PRP-03326,20176 Wright Plain Apt. 003,Atlanta,GA,30434,33.7808,-84.4038,single_family,5.0,255400
PRP-03327,3979 Paul Trace Suite 564,Charlotte,NC,28473,35.2838,-80.8087,single_family,5.0,412992
PRP-03328,77983 Stephanie Corner,Franklin,TN,37835,35.9844,-86.8098,condo,1.0,150000
PRP-03329,10443 Sandoval Creek Suite 258,Tucker,GA,31827,33.9194,-84.1647,single_family,6.0,225743
PRP-03330,47995 Riley Inlet Apt. 510,Huntersville,NC,28175,35.3594,-80.8446,condo,1.0,475990
PRP-03331,9534 Hampton Prairie,Atlanta,GA,31101,33.7115,-84.325,townhouse,4.0,232252
PRP-03332,009 James Rue Apt. 074,Tucker,GA,31724,33.8589,-84.1495,townhouse,2.0,206573
PRP-03333,074 Smith Square Apt. 273,Tucker,GA,31839,33.8717,-84.1641,single_family,1.0,369361
PRP-03334,27910 Serrano Loaf,Brookhaven,GA,31410,33.8895,-84.3108,condo,2.0,266178
PRP-03335,31466 Sue Lodge,Matthews,NC,27377,35.1181,-80.6633,single_family,3.0,202469
PRP-03336,6347 Bowen Falls Apt. 395,Nashville,TN,38546,36.2163,-86.7443,single_family,4.0,506650
PRP-03337,021 Randolph Field Suite 376,Decatur,GA,30257,33.8443,-84.3549,multi_family,1.0,738201
PRP-03338,9852 Nicholas Ranch Apt. 502,Nashville,TN,37130,36.1371,-86.7249,single_family,2.0,403735
PRP-03339,529 Sandra Fall,Nashville,TN,37721,36.2266,-86.7037,single_family,3.0,324529
PRP-03340,4041 Herman Landing,Sandy Springs,GA,31397,33.9793,-84.297,single_family,2.0,150000
PRP-03341,5936 Wright Summit Apt. 032,Marietta,GA,30038,33.877,-84.6064,single_family,6.0,430346
PRP-03342,27320 Ramirez Summit Suite 456,East Point,GA,31607,33.6858,-84.404,condo,1.0,325209
PRP-03343,90136 Taylor Junction Suite 786,Nashville,TN,37148,36.1202,-86.7363,single_family,2.0,403754
PRP-03344,43041 Cooke Courts Apt. 284,Brentwood,TN,38121,36.0151,-86.715,single_family,4.0,287735
PRP-03345,402 Perez Track Suite 826,Brookhaven,GA,31566,33.7594,-84.3008,single_family,5.0,438753
PRP-03346,3175 Jasmine Burgs Apt. 309,Franklin,TN,38524,35.8933,-86.7997,single_family,5.0,386994
PRP-03347,686 James Stravenue Apt. 391,East Point,GA,31993,33.6516,-84.4992,single_family,6.0,305913
PRP-03348,331 Natasha Drives,Brookhaven,GA,30674,33.9018,-84.2821,condo,2.0,400643
PRP-03349,547 Kevin Path Apt. 993,Matthews,NC,27245,35.153,-80.7839,single_family,2.0,363302
PRP-03350,37607 Miller Manors,Brentwood,TN,37261,36.0324,-86.8542,townhouse,3.0,345141
PRP-03351,19185 Chapman Ranch Suite 354,Brentwood,TN,38132,36.0991,-86.7108,single_family,4.0,414408
PRP-03352,2251 Adam Estate,Decatur,GA,31457,33.7912,-84.3212,single_family,1.0,255140
PRP-03353,442 Hendrix Burgs,Atlanta,GA,30778,33.779,-84.3522,condo,2.0,300028
PRP-03354,72164 Davis Islands Suite 229,Matthews,NC,27812,35.1169,-80.7217,single_family,3.0,348159
PRP-03355,6533 Gabriel Lake,Nashville,TN,37619,36.1325,-86.8142,single_family,3.0,318652
PRP-03356,9159 Ethan Mills,Nashville,TN,38453,36.2159,-86.7162,single_family,2.0,327434
PRP-03357,7611 Bryan Inlet Suite 441,Marietta,GA,31227,33.9613,-84.4963,townhouse,6.0,289335
PRP-03358,370 Cruz Course,Sandy Springs,GA,30564,33.9859,-84.3905,townhouse,3.0,279622
PRP-03359,8952 Walton Crossing Suite 648,Huntersville,NC,27364,35.3332,-80.8746,single_family,4.0,303286
PRP-03360,76241 Ruth Plaza Apt. 909,Decatur,GA,31834,33.8239,-84.2363,condo,6.0,345931
PRP-03361,046 Philip Forge Apt. 972,Matthews,NC,27650,35.0753,-80.6833,multi_family,3.0,389227
PRP-03362,263 Andrew Park Suite 761,Sandy Springs,GA,30324,33.9982,-84.3247,single_family,6.0,248126
PRP-03363,89894 Joanna Loop,Brentwood,TN,37921,35.9565,-86.7871,land,,320234
PRP-03364,95463 Lopez Squares,Tucker,GA,30417,33.9123,-84.1609,single_family,3.0,443254
PRP-03365,99061 Sweeney Forks,Huntersville,NC,28022,35.4469,-80.8594,condo,4.0,157333
PRP-03366,22328 Moran Lakes,Atlanta,GA,31671,33.6868,-84.46,land,,299431
PRP-03367,8297 Marissa Rapid,Tucker,GA,30912,33.896,-84.2424,single_family,3.0,489617
PRP-03368,169 Sloan Flats Apt. 594,Matthews,NC,28312,35.1195,-80.7516,single_family,4.0,530316
PRP-03369,40968 Brandon Village Apt. 683,Huntersville,NC,28636,35.3615,-80.912,single_family,6.0,272078
PRP-03370,675 Luis Fields Apt. 077,Huntersville,NC,27584,35.3381,-80.8823,single_family,6.0,170997
PRP-03371,24987 Bates Drives,Matthews,NC,28432,35.0421,-80.6793,multi_family,2.0,871558
PRP-03372,4796 Kelsey Motorway Suite 270,Charlotte,NC,27754,35.2417,-80.7896,single_family,3.0,299462
PRP-03373,26097 Thomas Prairie,Sandy Springs,GA,31128,33.8912,-84.3106,single_family,5.0,259510
PRP-03374,6078 Dixon Knolls,East Point,GA,31909,33.6192,-84.4347,single_family,6.0,370873
PRP-03375,77891 Sullivan Mountain,Franklin,TN,37748,35.8699,-86.9039,single_family,1.0,254436
PRP-03376,1755 Heath Brook Suite 508,Sandy Springs,GA,31257,33.9999,-84.3853,single_family,6.0,297970
PRP-03377,3079 David Greens Apt. 604,Brentwood,TN,37791,36.0245,-86.7926,condo,6.0,240440
PRP-03378,049 Ashley Trail Suite 155,Brookhaven,GA,30880,33.7595,-84.2852,single_family,2.0,189911
PRP-03379,10706 Brittany Shore,Nashville,TN,37661,36.1178,-86.7265,condo,5.0,367130
PRP-03380,29200 Alexandra Meadow,Huntersville,NC,27335,35.4729,-80.9121,single_family,5.0,360889
PRP-03381,0440 Alexander Walk Suite 477,East Point,GA,30376,33.6484,-84.4572,single_family,4.0,286014
PRP-03382,413 Salazar Plain,Matthews,NC,27096,35.0626,-80.7154,single_family,6.0,401860
PRP-03383,83135 Sherry Viaduct,East Point,GA,31236,33.741,-84.4076,townhouse,5.0,340411
PRP-03384,45137 Brown Views,Sandy Springs,GA,31923,33.9622,-84.3742,townhouse,3.0,402149
PRP-03385,73234 Morgan Plains,Huntersville,NC,27304,35.3831,-80.8672,condo,3.0,274624
PRP-03386,38149 David Wall Apt. 382,Brookhaven,GA,30928,33.7738,-84.305,single_family,1.0,302902
PRP-03387,7446 Megan Loop Suite 430,Brookhaven,GA,31144,33.8903,-84.2682,single_family,4.0,362878
PRP-03388,94796 Nelson Ford Suite 052,Marietta,GA,31771,33.9193,-84.5513,single_family,1.0,331473
PRP-03389,1289 Watkins Squares Suite 480,East Point,GA,31608,33.6029,-84.375,single_family,4.0,183904
PRP-03390,53855 Joseph Gateway,Franklin,TN,38018,35.872,-86.9123,single_family,1.0,361502
PRP-03391,66904 Larson Cliff Apt. 377,Huntersville,NC,28836,35.3953,-80.8094,single_family,3.0,320537
PRP-03392,508 Michael Trail,Decatur,GA,30239,33.809,-84.2938,condo,5.0,308649
PRP-03393,38439 Johnson Knoll,Huntersville,NC,27227,35.4553,-80.8742,single_family,4.0,335875
PRP-03394,9426 John Roads,Nashville,TN,37933,36.0846,-86.7302,townhouse,2.0,237191
PRP-03395,7896 Hudson Plaza,Franklin,TN,38424,35.9943,-86.8866,single_family,4.0,272890
PRP-03396,854 Brown Green,Matthews,NC,27972,35.1433,-80.7113,townhouse,6.0,324372
PRP-03397,027 Thomas Avenue,Brookhaven,GA,31162,33.894,-84.3258,condo,1.0,379762
PRP-03398,524 Patrick Vista,Huntersville,NC,27729,35.4178,-80.8828,single_family,6.0,392837
PRP-03399,505 Elizabeth Cliffs Apt. 394,Nashville,TN,37687,36.164,-86.8098,single_family,6.0,410453
PRP-03400,9483 Lisa Manor Apt. 238,Charlotte,NC,27118,35.284,-80.9168,townhouse,4.0,257320
PRP-03401,64861 Gordon Row,Brookhaven,GA,31211,33.7663,-84.3972,single_family,4.0,264501
PRP-03402,1480 Carter Lodge Suite 506,Atlanta,GA,30227,33.7112,-84.4521,single_family,6.0,238894
PRP-03403,4270 Christopher Flat Suite 130,Sandy Springs,GA,30006,33.9735,-84.4422,single_family,5.0,277092
PRP-03404,342 Huynh Neck Apt. 314,Nashville,TN,38082,36.1373,-86.844,condo,2.0,333245
PRP-03405,23051 Kimberly Falls,Nashville,TN,37982,36.2401,-86.7444,single_family,2.0,257070
PRP-03406,974 Murphy Mission,Brookhaven,GA,30021,33.8376,-84.3857,condo,3.0,327778
PRP-03407,63021 Fisher Inlet,Decatur,GA,31667,33.7218,-84.3189,townhouse,5.0,205696
PRP-03408,186 Jose Stream Suite 214,Atlanta,GA,31557,33.7896,-84.3963,condo,3.0,465683
PRP-03409,616 Waller Overpass Apt. 118,Decatur,GA,30043,33.8072,-84.235,single_family,5.0,420193
PRP-03410,6068 Elliott Ranch,Matthews,NC,28075,35.1815,-80.7037,townhouse,2.0,633824
PRP-03411,061 Barrett Locks,Huntersville,NC,27568,35.3574,-80.8194,single_family,5.0,187099
PRP-03412,43159 Reyes Viaduct,Atlanta,GA,31052,33.7483,-84.4193,townhouse,1.0,401828
PRP-03413,8129 Richard Fords,Tucker,GA,31289,33.9725,-84.1301,condo,5.0,338765
PRP-03414,20104 Gabriel Curve Suite 213,Marietta,GA,31800,34.0045,-84.5842,townhouse,5.0,451888
PRP-03415,543 William Springs,Sandy Springs,GA,31242,33.9822,-84.3145,single_family,4.0,200895
PRP-03416,9937 Steven Overpass,Decatur,GA,30855,33.8148,-84.3503,single_family,6.0,298106
PRP-03417,37700 Hill Freeway Apt. 025,Tucker,GA,31835,33.8948,-84.2649,condo,3.0,325790
PRP-03418,97920 Adam Freeway,Atlanta,GA,31347,33.7296,-84.4417,townhouse,2.0,319976
PRP-03419,00680 Sanders Extensions,Decatur,GA,31300,33.815,-84.2541,single_family,4.0,349837
PRP-03420,3419 Lloyd Port,East Point,GA,31263,33.7452,-84.3562,single_family,2.0,169533
PRP-03421,28389 Moran Skyway,Charlotte,NC,28133,35.1488,-80.9007,condo,1.0,302509
PRP-03422,26135 Jenna Point Suite 109,East Point,GA,31601,33.7203,-84.4876,condo,5.0,549741
PRP-03423,310 Powell Canyon,Sandy Springs,GA,30249,33.8609,-84.3077,single_family,1.0,191634
PRP-03424,263 Wang Club Suite 251,Charlotte,NC,27334,35.233,-80.8665,single_family,3.0,238868
PRP-03425,8760 Shields Orchard,Decatur,GA,30058,33.8327,-84.3373,single_family,4.0,260572
PRP-03426,74999 Meyer Terrace Apt. 921,Sandy Springs,GA,30157,33.9257,-84.3771,condo,1.0,218455
PRP-03427,82381 Smith Fords,Tucker,GA,30813,33.8934,-84.2577,multi_family,3.0,565956
PRP-03428,108 Baker Harbor Apt. 546,Huntersville,NC,28642,35.3842,-80.7702,single_family,5.0,189059
PRP-03429,003 Wilkinson Path Apt. 950,Brookhaven,GA,30088,33.8632,-84.3225,townhouse,2.0,368920
PRP-03430,231 Knight Manor Suite 681,Decatur,GA,30555,33.6943,-84.3076,single_family,2.0,286468
PRP-03431,626 Curtis Flats Suite 609,Tucker,GA,31995,33.85,-84.164,single_family,3.0,201934
PRP-03432,357 Michael Station Apt. 960,Sandy Springs,GA,31090,33.8895,-84.3245,single_family,3.0,387691
PRP-03433,8216 Kenneth Drive Apt. 977,Tucker,GA,31462,33.8408,-84.2896,townhouse,2.0,324459
PRP-03434,88028 Rebecca Groves,Huntersville,NC,28530,35.373,-80.9049,single_family,6.0,267840
PRP-03435,8990 Charles Circles Apt. 354,Tucker,GA,31404,33.8228,-84.2236,single_family,2.0,260370
PRP-03436,532 Stephanie Cliffs,Marietta,GA,30143,33.9647,-84.5708,condo,5.0,510503
PRP-03437,016 Brittany Springs Suite 643,Huntersville,NC,28475,35.3619,-80.7713,single_family,5.0,234575
PRP-03438,3559 Cassie Isle,Charlotte,NC,27523,35.2452,-80.9137,condo,5.0,249665
PRP-03439,075 Gary Stravenue,Decatur,GA,31369,33.8496,-84.2533,condo,1.0,234831
PRP-03440,898 Brandon Glen Suite 032,Franklin,TN,38287,35.8865,-86.8961,single_family,4.0,250243
PRP-03441,9790 Kimberly Club,Franklin,TN,38209,35.9427,-86.8454,single_family,6.0,277365
PRP-03442,45269 Andrew Ports Apt. 593,Charlotte,NC,27195,35.1688,-80.9196,land,,310186
PRP-03443,785 Chelsea Stream Suite 842,Brentwood,TN,37447,36.0242,-86.75,single_family,1.0,244785
PRP-03444,88017 Turner Street Suite 922,Charlotte,NC,27985,35.1737,-80.8602,single_family,2.0,293031
PRP-03445,375 Natasha Mill,Tucker,GA,30413,33.9377,-84.2502,single_family,5.0,261901
PRP-03446,161 Jerry Ranch,Tucker,GA,30430,33.9112,-84.2184,townhouse,3.0,172715
PRP-03447,3786 Jennifer Place Apt. 228,Brookhaven,GA,31947,33.7698,-84.2912,single_family,1.0,400703
PRP-03448,1649 Moore Mews,Franklin,TN,37892,35.9723,-86.9206,condo,2.0,306669
PRP-03449,8552 Vaughn Shoal,East Point,GA,31232,33.6675,-84.5009,condo,1.0,409942
PRP-03450,3895 Wang Street,Nashville,TN,37154,36.2195,-86.844,single_family,6.0,287253
PRP-03451,991 Robert Cove Suite 827,Atlanta,GA,30355,33.7617,-84.3663,single_family,3.0,264953
PRP-03452,66242 Carla Greens Apt. 504,Matthews,NC,27351,35.0525,-80.6815,townhouse,3.0,307786
PRP-03453,656 Brenda Curve,Charlotte,NC,27679,35.1834,-80.8018,multi_family,2.0,1062911
PRP-03454,36951 Melissa Circles,Tucker,GA,31833,33.8517,-84.2305,townhouse,4.0,280133
PRP-03455,384 Gregory Landing Suite 319,Franklin,TN,37938,35.9772,-86.9277,townhouse,3.0,300400
PRP-03456,5752 Gonzalez Lodge Suite 292,Decatur,GA,31751,33.8224,-84.2538,single_family,3.0,821428
PRP-03457,56519 Ashley Island Suite 186,Brookhaven,GA,31357,33.8596,-84.2674,single_family,4.0,387798
PRP-03458,030 Gregory Ridge Suite 581,Franklin,TN,38550,35.904,-86.7885,single_family,5.0,362683
PRP-03459,339 Deborah Drive,Matthews,NC,28807,35.0957,-80.7221,townhouse,2.0,284749
PRP-03460,30023 Mack Glen Apt. 520,Brentwood,TN,37606,35.9857,-86.8395,single_family,2.0,162693
PRP-03461,49222 Wilson Crossing Apt. 763,Atlanta,GA,31517,33.7802,-84.4167,townhouse,4.0,182698
PRP-03462,7054 Garrett Knolls Apt. 745,Brookhaven,GA,31086,33.8979,-84.2435,condo,5.0,180257
PRP-03463,6915 Samuel View Suite 119,Sandy Springs,GA,31726,33.9436,-84.4406,townhouse,3.0,300569
PRP-03464,89553 Shane Mission Suite 537,Franklin,TN,37644,35.9701,-86.8632,condo,3.0,295375
PRP-03465,962 Perez Square Suite 864,Marietta,GA,31738,33.9076,-84.5018,single_family,4.0,195960
PRP-03466,2801 Montoya Fields Suite 512,Franklin,TN,37643,35.9781,-86.896,single_family,2.0,232129
PRP-03467,22557 Yolanda Manor,Nashville,TN,37566,36.2208,-86.8316,single_family,1.0,249423
PRP-03468,5262 Robinson Trafficway Apt. 000,Nashville,TN,37076,36.2017,-86.7622,single_family,5.0,274404
PRP-03469,9185 Charles Loaf,Sandy Springs,GA,31890,33.951,-84.4438,single_family,6.0,278667
PRP-03470,82050 Lopez Square Apt. 914,Huntersville,NC,28237,35.356,-80.8379,single_family,5.0,466750
PRP-03471,378 Andrews Parkways Apt. 592,Decatur,GA,31721,33.8363,-84.2548,townhouse,6.0,322371
PRP-03472,9271 Livingston Divide Suite 820,Franklin,TN,38353,35.9072,-86.8964,single_family,3.0,203685
PRP-03473,29129 Anthony Expressway,Tucker,GA,30764,33.9702,-84.1718,single_family,5.0,316655
PRP-03474,03096 Christina Springs,Charlotte,NC,27946,35.2059,-80.8296,multi_family,3.0,866807
PRP-03475,82859 James Via Suite 288,Marietta,GA,31680,33.9752,-84.5836,single_family,3.0,418140
PRP-03476,279 Medina Overpass,Charlotte,NC,27426,35.2393,-80.829,single_family,2.0,235999
PRP-03477,65069 Sandy Inlet Apt. 682,Brookhaven,GA,31179,33.7567,-84.2865,single_family,5.0,460737
PRP-03478,49082 Lisa Prairie,Brookhaven,GA,30300,33.773,-84.254,single_family,3.0,422564
PRP-03479,775 Jason Parkway,Brentwood,TN,37271,36.0972,-86.7869,single_family,5.0,201263
PRP-03480,394 Simpson Park,East Point,GA,31996,33.6812,-84.3823,single_family,3.0,191565
PRP-03481,266 Jones Lodge Apt. 161,Franklin,TN,37247,35.8491,-86.7924,single_family,6.0,241503
PRP-03482,61640 Alisha Stream Apt. 755,Decatur,GA,30424,33.7978,-84.2837,single_family,2.0,409059
PRP-03483,17265 Carol Tunnel Suite 669,Nashville,TN,38094,36.1709,-86.8323,single_family,3.0,219691
PRP-03484,441 Taylor Loaf,Nashville,TN,38397,36.1853,-86.7442,single_family,5.0,163769
PRP-03485,258 Nicole Plaza Apt. 824,Tucker,GA,30802,33.9407,-84.2774,single_family,3.0,237698
PRP-03486,726 Teresa Course,Nashville,TN,37198,36.0831,-86.834,single_family,6.0,192597
PRP-03487,1703 Marc Mill Suite 553,Charlotte,NC,27632,35.2543,-80.8951,single_family,4.0,401962
PRP-03488,1722 Antonio Corners Apt. 595,Nashville,TN,37996,36.1884,-86.753,condo,3.0,387340
PRP-03489,6152 Flores Pike,Franklin,TN,37635,35.8955,-86.7909,condo,5.0,436966
PRP-03490,89292 Bennett Ford Apt. 651,East Point,GA,31580,33.6415,-84.5017,single_family,1.0,293672
PRP-03491,014 Micheal Mountains Apt. 213,Decatur,GA,31669,33.7327,-84.3102,single_family,4.0,180188
PRP-03492,19600 Frye Light Suite 478,Huntersville,NC,28675,35.3629,-80.86,single_family,6.0,177017
PRP-03493,817 Ryan Plaza Apt. 691,Marietta,GA,31022,33.9519,-84.5909,condo,1.0,261306
PRP-03494,5320 Williams Key,Marietta,GA,30590,34.0218,-84.5764,condo,6.0,337702
PRP-03495,88256 Jonathan Crest Suite 041,Charlotte,NC,28876,35.249,-80.8689,single_family,4.0,326309
PRP-03496,06868 Ortiz Branch Suite 753,Atlanta,GA,31805,33.6799,-84.4275,single_family,5.0,233080
PRP-03497,4151 Alicia Well,Matthews,NC,27876,35.1422,-80.7652,single_family,5.0,281380
PRP-03498,7640 Garcia Cape,East Point,GA,30198,33.6089,-84.4656,single_family,1.0,332422
PRP-03499,99072 Rodriguez Underpass Suite 051,Charlotte,NC,28420,35.2086,-80.7781,condo,5.0,293894
PRP-03500,6427 Brown Vista,Charlotte,NC,27139,35.2251,-80.8101,single_family,2.0,224768
PRP-03501,3003 Richard Mount,Nashville,TN,37474,36.2145,-86.7786,single_family,5.0,368214
PRP-03502,105 Baker Terrace,Nashville,TN,38460,36.1478,-86.7622,condo,3.0,316308
PRP-03503,23780 Baker Parks Suite 723,Sandy Springs,GA,31798,33.8575,-84.3036,single_family,4.0,289583
PRP-03504,6805 Daniel Falls,Tucker,GA,30389,33.8487,-84.2029,townhouse,4.0,594993
PRP-03505,792 Hunter Points,Marietta,GA,31298,33.9571,-84.5929,single_family,1.0,259980
PRP-03506,72051 Eddie Crossroad Apt. 545,Charlotte,NC,28413,35.2129,-80.8565,single_family,1.0,150000
PRP-03507,42584 Lindsey Trace Suite 560,Matthews,NC,27344,35.0377,-80.6748,single_family,5.0,271184
PRP-03508,308 Delgado Garden,Sandy Springs,GA,30477,33.8592,-84.343,single_family,2.0,262338
PRP-03509,762 Alexander Place Apt. 094,Charlotte,NC,28866,35.2916,-80.8254,townhouse,3.0,268689
PRP-03510,39859 Gabriella Trace Suite 391,Matthews,NC,27664,35.0524,-80.6912,condo,1.0,150000
PRP-03511,728 Crawford Causeway,Sandy Springs,GA,30755,33.9342,-84.351,single_family,3.0,288596
PRP-03512,9322 Brandon Run Suite 039,East Point,GA,30998,33.6616,-84.4124,land,,283685
PRP-03513,7682 Collins Highway,Tucker,GA,30886,33.8608,-84.269,single_family,4.0,494796
PRP-03514,2685 Matthew Square,Brentwood,TN,37582,35.9556,-86.8417,single_family,3.0,367415
PRP-03515,4841 Smith Hollow,Atlanta,GA,30285,33.7932,-84.4468,single_family,3.0,185229
PRP-03516,889 Bond Garden,Brentwood,TN,38179,36.0027,-86.8251,single_family,3.0,182196
PRP-03517,1427 Angela Underpass,Charlotte,NC,27564,35.2527,-80.8041,single_family,4.0,326707
PRP-03518,688 Ramsey Locks Apt. 861,East Point,GA,30102,33.6428,-84.4627,townhouse,4.0,339323
PRP-03519,4344 Davis Cape,Brookhaven,GA,31155,33.9082,-84.3334,single_family,5.0,150000
PRP-03520,7859 Marvin Stream Apt. 178,Charlotte,NC,28217,35.157,-80.9137,single_family,6.0,193705
PRP-03521,045 Tyler Turnpike,Brookhaven,GA,31596,33.8925,-84.3371,condo,1.0,431675
PRP-03522,8749 Parker Plain,Marietta,GA,30527,34.017,-84.4954,single_family,4.0,601990
PRP-03523,95197 Vazquez Circles,Brentwood,TN,37105,36.1043,-86.8027,single_family,1.0,247832
